"";"IN-OPERACAO";"CO-MUNICIPIO";"CO-MUNICIPIO-BACEN";"NU-CGC-MUNICIPIO";"CO-MUNICIPIO-BANCO-BRASIL";"NO-MUNICIPIO";"CO-UF";"CO-MUNICIPIO-IBGE"
"5007";"A";"6951";"00000";"44556033000198";"065080";"REGINOPOLIS";"SP";"3542503"
"5008";"A";"6953";"00000";"45685872000179";"065099";"REGISTRO";"SP";"3542602"
"5009";"A";"3057";"00000";"67360446000106";"065820";"RIBEIRAO GRANDE";"SP";"3543253"
"5010";"A";"6973";"00000";"45318995000171";"066044";"RIFAINA";"SP";"3543600"
"5011";"A";"6979";"16472";"45774064000188";"066427";"RIO CLARO";"SP";"3543907"
"5012";"A";"6989";"04721";"44437549000113";"067750";"RUBIACEA";"SP";"3544400"
"5013";"A";"7003";"00000";"46477618000148";"068225";"SALMOURAO";"SP";"3545100"
"5014";"A";"7013";"10461";"46599270000161";"068624";"SANTA ADELIA";"SP";"3545605"
"5015";"A";"7021";"00000";"46694121000181";"068802";"SANTA BRANCA";"SP";"3546009"
"5016";"A";"7039";"00000";"45282704000132";"069647";"SANTA LUCIA";"SP";"3546900"
"5017";"A";"7041";"32638";"44720530000180";"070041";"SANTA MARIA DA SERRA";"SP";"3547007"
"5018";"A";"7057";"15019";"46522942000130";"071412";"SANTO ANDRE";"SP";"3547809"
"5019";"A";"7063";"32762";"45739091000110";"071820";"SANTO ANTONIO DO JARDIM";"SP";"3548104"
"5020";"A";"7077";"19307";"59307595000175";"072680";"SAO CAETANO DO SUL";"SP";"3548807"
"5021";"A";"7095";"19352";"45741659000137";"075400";"SAO JOSE DO RIO PARDO";"SP";"3549706"
"5022";"A";"5447";"00000";"59058131000172";"075680";"SAO LOURENCO DA SERRA";"SP";"3549953"
"5023";"A";"7101";"00000";"46631248000151";"075876";"SAO LUIS DO PARAITINGA";"SP";"3550001"
"5024";"A";"7143";"17529";"46444063000138";"080284";"SOCORRO";"SP";"3552106"
"5025";"A";"7167";"00000";"46373445000118";"081272";"TAMBAU";"SP";"3553302"
"5026";"A";"7191";"00000";"46634598000171";"082708";"TIETE";"SP";"3554508"
"5027";"A";"7211";"00000";"46231882000105";"084778";"UBIRAJARA";"SP";"3555505"
"5028";"A";"7233";"00000";"45780087000103";"086150";"VARZEA PAULISTA";"SP";"3556503"
"5029";"A";"0167";"00000";"25063884000154";"099279";"ARAGOMINAS";"TO";"1701309"
"5030";"A";"9253";"00000";"01067107000110";"007650";"AURORA DO TOCANTINS";"TO";"1702703"
"5031";"A";"0339";"00000";"37420718000147";"099333";"BRASILANDIA DO TOCANTINS";"TO";"1703602"
"5032";"A";"9717";"43751";"24851487000184";"091499";"CASEARA";"TO";"1703909"
"5033";"A";"0080";"00000";"01613086000190";"020788";"CHAPADA DA NATIVIDADE";"TO";"1705102"
"5034";"A";"0179";"00000";"25064072000123";"099627";"DARCINOPOLIS";"TO";"1706506"
"5035";"A";"9667";"40981";"00003848000174";"029440";"FIGUEIROPOLIS";"TO";"1707652"
"5036";"A";"9355";"00000";"00766709000100";"029459";"FILADELFIA";"TO";"1707702"
"5037";"A";"9627";"09771";"02070548000133";"032840";"GUARAI";"TO";"1709302"
"5038";"A";"9417";"40486";"02739753000149";"038997";"ITAPORA DO TOCANTINS";"TO";"1711100"
"5039";"A";"0329";"00000";"37344413000101";"099864";"JAU DO TOCANTINS";"TO";"1711506"
"5040";"A";"0187";"00000";"25063876000108";"051659";"MURICILANDIA";"TO";"1713957"
"5041";"A";"0092";"00000";"01629809000140";"103187";"OLIVEIRA DE FATIMA";"TO";"1715507"
"5042";"A";"0189";"00000";"25064049000139";"055972";"PALMEIRANTE";"TO";"1715705"
"5043";"A";"9649";"40974";"00007401000173";"056049";"PALMEIROPOLIS";"TO";"1715754"
"5044";"A";"9553";"00000";"01067974000155";"062030";"PONTE ALTA DO TOCANTINS";"TO";"1717909"
"5045";"A";"9559";"00000";"00299198000156";"062774";"PORTO NACIONAL";"TO";"1718204"
"5046";"A";"0361";"00000";"37421039000192";"100650";"SANTA MARIA DO TOCANTINS";"TO";"1718881"
"5047";"A";"0199";"00000";"25064007000106";"100536";"SAO MIGUEL DO TOCANTINS";"TO";"1720200"
"5048";"A";"9691";"44059";"25043449000168";"091367";"SAO VALERIO DA NATIVIDADE";"TO";"1720499"
"5049";"A";"0335";"46710";"37344439000141";"100765";"SUCUPIRA";"TO";"1720853"
"5050";"A";"9621";"17189";"01224716000135";"083070";"TOCANTINOPOLIS";"TO";"1721208"
"5051";"A";"5883";"05634";"29178233000160";"065226";"RESENDE";"RJ";"3304201"
"5052";"A";"1186";"00000";"07209225000100";"115894";"ITANHANGA";"MT";"5104542"
"5053";"A";"1100";"00000";"04204945000186";"115525";"SERRA NOVA DOURADA";"MT";"5107883"
"5054";"A";"1138";"00000";"04215013000139";"115673";"CORONEL PILAR";"RS";"4305934"
"5055";"A";"1148";"00000";"04215918000109";"115720";"LAGOA BONITA DO SUL";"RS";"4311239"
"5056";"A";"0038";"00000";"01612681000101";"103950";"UIRAMUTA";"RR";"1400704"
"5057";"A";"0040";"56566";"01613194000163";"101958";"ANAPU";"PA";"1500859"
"5058";"A";"0062";"51341";"01612367000129";"064190";"QUATIPURU";"PA";"1506112"
"5059";"A";"0076";"00000";"01612818000128";"102067";"BARRA DO OURO";"TO";"1703073"
"5060";"A";"0084";"00000";"01613094000137";"036790";"IPUEIRAS";"TO";"1709807"
"5061";"A";"0112";"56810";"01612531000106";"091820";"APICUM-ACU";"MA";"2100832"
"5062";"A";"0126";"00000";"01612331000145";"091855";"BOA VISTA DO GURUPI";"MA";"2101970"
"5063";"A";"0150";"00000";"01610134000197";"091995";"CIDELANDIA";"MA";"2103257"
"5064";"A";"0182";"00000";"01613315000177";"092026";"LAGOA DO MATO";"MA";"2105922"
"5065";"A";"0188";"56944";"01598548000148";"092100";"LAJEADO NOVO";"MA";"2105989"
"5066";"A";"0210";"57156";"01612537000175";"059218";"PERITORO";"MA";"2108454"
"5067";"A";"0226";"00000";"01612671000176";"071331";"SANTO AMARO DO MARANHAO";"MA";"2110278"
"5068";"A";"0254";"57039";"01612626000111";"092371";"SERRANO DO MARANHAO";"MA";"2111789"
"5069";"A";"0264";"00000";"01608475000128";"104027";"VILA NOVA DOS MARTIRIOS";"MA";"2112852"
"5070";"A";"0284";"55024";"01612567000181";"102172";"BREJO DO PIAUI";"PI";"2201988"
"5071";"A";"0306";"00000";"01612572000194";"102440";"COCAL DOS ALVES";"PI";"2202729"
"5072";"A";"0330";"55897";"01612582000120";"102849";"JUAZEIRO DO PIAUI";"PI";"2205516"
"5073";"A";"0344";"55237";"01612586000108";"102938";"MADEIRO";"PI";"2205854"
"5074";"A";"0376";"55361";"01612604000151";"103446";"RIBEIRA DO PIAUI";"PI";"2208874"
"5075";"A";"0396";"55433";"01612805000159";"103802";"SEBASTIAO BARROS";"PI";"2210623"
"5076";"A";"0440";"56085";"01612470000179";"002496";"ALCANTIL";"PB";"2500536"
"5077";"A";"0474";"48543";"01612341000180";"024694";"CUITE DE MAMANGUAPE";"PB";"2505238"
"5078";"A";"0480";"48677";"01612651000103";"030724";"GADO BRAVO";"PB";"2506251"
"5079";"A";"0522";"00000";"01612691000147";"103608";"SAO DOMINGOS DE POMBAL";"PB";"2513968"
"5080";"A";"0534";"47843";"01612553000168";"080225";"SOBRADO";"PB";"2515971"
"5081";"A";"0540";"48127";"01613339000126";"086924";"VIEIROPOLIS";"PB";"2517209"
"5082";"A";"0570";"52735";"01614602000100";"010979";"BERIZAL";"MG";"3106655"
"5083";"A";"0596";"53071";"01614283000124";"023965";"CRISOLITA";"MG";"3120151"
"5084";"A";"0610";"53143";"01615008000125";"030457";"FREI LAGONEGRO";"MG";"3126950"
"5085";"A";"0616";"53174";"01612496000117";"031364";"GLAUCILANDIA";"MG";"3127354"
"5086";"A";"0656";"53363";"01613208000149";"051888";"NAQUE";"MG";"3144359"
"5087";"A";"0658";"53370";"01593752000176";"103039";"NATALANDIA";"MG";"3144375"
"5088";"A";"0696";"53545";"01614977000161";"065030";"REDUTO";"MG";"3154150"
"5089";"A";"0698";"53552";"01616837000122";"067644";"ROSARIO DA LIMEIRA";"MG";"3156452"
"5090";"A";"0720";"53679";"01612474000157";"074144";"SAO JOAO DO PACUI";"MG";"3162658"
"5091";"A";"0738";"53765";"01616741000164";"081450";"TAPARUBA";"MG";"3168051"
"5092";"A";"0770";"00000";"01616171000102";"006912";"ARMACAO DOS BUZIOS";"RJ";"3300233"
"5093";"A";"0788";"00000";"01612089000100";"081388";"TANGUA";"RJ";"3305752"
"5094";"A";"0818";"00000";"01552221000135";"065846";"RIBEIRAO DOS INDIOS";"SP";"3543238"
"5095";"A";"0838";"52694";"01612443000104";"102148";"BOM JESUS DO SUL";"PR";"4103156"
"5096";"A";"0864";"00000";"01614343000109";"102954";"MANFRINOPOLIS";"PR";"4114351"
"5097";"A";"0878";"00000";"01612911000132";"065250";"RESERVA DO IGUACU";"PR";"4121752"
"5098";"A";"0894";"00000";"01612527000130";"009059";"BARRA BONITA";"SC";"4202099"
"5099";"A";"0912";"00000";"01612698000169";"027510";"ENTRE RIOS";"SC";"4205175"
"5100";"A";"0940";"00000";"01612781000138";"103560";"SANTIAGO DO SUL";"SC";"4215695"
"5101";"A";"0960";"00000";"01602022000194";"011525";"BOA VISTA DO SUL";"RS";"4302253"
"5102";"A";"0990";"00000";"01605306000134";"037303";"ITAARA";"RS";"4310538"
"5103";"A";"0992";"00000";"01609402000150";"041424";"JARI";"RS";"4311130"
"5104";"A";"1012";"00000";"01611536000106";"103829";"SENADOR SALGADO FILHO";"RS";"4320321"
"5105";"A";"1032";"53947";"01614516000199";"089036";"CAMPOS DE JULIO";"MT";"5102686"
"5106";"A";"1038";"54661";"01614539000101";"031070";"GAUCHA DO NORTE";"MT";"5103858"
"5107";"A";"0057";"00000";"36985455000150";"100781";"TEREZOPOLIS DE GOIAS";"GO";"5221197"
"5108";"A";"0065";"50177";"26873059000188";"032859";"GUARAITA";"GO";"5209291"
"5109";"A";"0103";"51626";"37464989000102";"100188";"NOVA MARILANDIA";"MT";"5108857"
"5110";"A";"0169";"00000";"25063892000109";"005851";"ARAGUANA";"TO";"1702158"
"5111";"A";"0175";"00000";"25063868000161";"099490";"CARMOLANDIA";"TO";"1703883"
"5112";"A";"0331";"47032";"37344355000108";"100595";"SANDOLANDIA";"TO";"1718840"
"5113";"A";"0333";"00000";"37344371000109";"100560";"SAO SALVADOR DO TOCANTINS";"TO";"1720259"
"5114";"A";"0377";"51145";"84139633000175";"099651";"ELDORADO DOS CARAJAS";"PA";"1502954"
"5115";"A";"0379";"51190";"83211417000120";"055697";"PALESTINA DO PARA";"PA";"1505494"
"5116";"A";"0635";"51176";"10221760000182";"100811";"TRAIRAO";"PA";"1508050"
"5117";"A";"0669";"56470";"34925214000190";"099830";"ITAUBAL";"AP";"1600253"
"5118";"A";"0987";"51114";"35050756000120";"030112";"FORTIM";"CE";"2304459"
"5119";"A";"2247";"47269";"41522319000164";"017183";"CANAVIEIRA";"PI";"2202251"
"5120";"A";"2251";"47221";"41522210000127";"098922";"BONFIM DO PIAUI";"PI";"2201929"
"5121";"A";"2287";"49841";"41522194000172";"098914";"BOM PRINCIPIO DO PIAUI";"PI";"2201919"
"5122";"A";"2649";"49401";"42774281000180";"075116";"SAO JOSE DA LAPA";"MG";"3162955"
"5123";"A";"2659";"50373";"66234360000166";"048186";"MATA VERDE";"MG";"3140555"
"5124";"A";"2699";"50490";"25223850000180";"085340";"URUCUIA";"MG";"3170529"
"5125";"A";"2899";"50414";"25209156000108";"058467";"PEDRAS DE MARIA DA CRUZ";"MG";"3149150"
"5126";"A";"2941";"00000";"59764472000163";"073970";"SAO JOAO DE IRACEMA";"SP";"3549250"
"5127";"A";"2943";"00000";"59754648000104";"035564";"ILHA SOLTEIRA";"SP";"3520442"
"5128";"A";"2983";"00000";"65712069000193";"048917";"MESOPOLIS";"SP";"3529658"
"5129";"A";"2997";"00000";"67360396000159";"009091";"BARRA DO CHAPEU";"SP";"3505351"
"5130";"A";"3063";"00000";"60123049000163";"081868";"TAQUARIVAI";"SP";"3553856"
"5131";"A";"5469";"00000";"95594776000193";"069655";"SANTA LUCIA";"PR";"4123824"
"5132";"A";"5471";"48244";"95589255000148";"011371";"BOA ESPERANCA DO IGUACU";"PR";"4103024"
"5133";"A";"5477";"48017";"95589289000132";"053147";"NOVA ESPERANCA DO SUDOESTE";"PR";"4116950"
"5134";"A";"5517";"00000";"95639472000103";"100242";"NOVO ITACOLOMI";"PR";"4117297"
"5135";"A";"5571";"00000";"95991071000100";"066940";"RIO RUFINO";"SC";"4215059"
"5136";"A";"5581";"00000";"80637424000109";"099716";"FORMOSA DO SUL";"SC";"4205431"
"5137";"A";"5741";"49676";"80913031000172";"055093";"OURO VERDE";"SC";"4211850"
"5138";"A";"5759";"00000";"94068418000184";"047430";"MARIANA PIMENTEL";"RS";"4311981"
"5139";"A";"5787";"52395";"94444346000122";"060089";"PINHAL GRANDE";"RS";"4314472"
"5140";"A";"5793";"54283";"94444403000173";"100528";"SAO MARTINHO DA SERRA";"RS";"4319125"
"5141";"A";"5965";"52065";"92450733000146";"020885";"CHARRUA";"RS";"4305371"
"5142";"A";"5973";"00000";"92411172000176";"100293";"NOVO TIRADENTES";"RS";"4313441"
"5143";"A";"6033";"00000";"94705936000161";"068900";"SANTA CLARA DO SUL";"RS";"4316758"
"5144";"A";"6037";"00000";"94706124000130";"083488";"TRAVESSEIRO";"RS";"4321626"
"5145";"A";"6051";"52364";"93244606000153";"036080";"INHACORA";"RS";"4310413"
"5146";"A";"6073";"52003";"94442282000120";"025437";"DERRUBADAS";"RS";"4306320"
"5147";"A";"7263";"45869";"68319987000145";"051233";"MOTUCA";"SP";"3532058"
"5148";"A";"9955";"00000";"95640553000115";"039888";"IVATE";"PR";"4111555"
"5149";"A";"3019";"46215";"13071220000158";"060631";"PIRAI DO NORTE";"BA";"2924678"
"5150";"A";"3021";"46222";"16444143000122";"062227";"PONTO NOVO";"BA";"2925253"
"5151";"A";"3257";"46356";"16434292000100";"005410";"APUAREMA";"BA";"2901957"
"5152";"A";"3271";"46428";"16418766000120";"018368";"CARAIBAS";"BA";"2906899"
"5153";"A";"3295";"46129";"16417800000142";"048348";"MATINA";"BA";"2921054"
"5154";"A";"9959";"45735";"80881915000192";"044938";"LINDOESTE";"PR";"4113452"
"5155";"A";"9991";"00000";"78486198000152";"084140";"TUNAPOLIS";"SC";"4218756"
"5156";"A";"9723";"43964";"33254558000152";"091529";"PORTO ALEGRE DO TOCANTINS";"TO";"1718006"
"5157";"A";"9729";"00000";"24851503000139";"091553";"SANTA ROSA DO TOCANTINS";"TO";"1718907"
"5158";"A";"9743";"43995";"25107517000105";"069299";"SANTA FE DE GOIAS";"GO";"5219258"
"5159";"A";"9873";"43043";"01375138000138";"013358";"BRASNORTE";"MT";"5101902"
"5160";"A";"9963";"00000";"78509072000156";"047333";"MAREMA";"SC";"4210555"
"5161";"A";"0583";"44437";"22953681000145";"026131";"DOM ELISEU";"PA";"1502939"
"5162";"A";"0587";"44750";"05363023000184";"090719";"MAE DO RIO";"PA";"1504059"
"5163";"A";"0967";"44712";"22812242000112";"090387";"GUAJARA";"AM";"1301654"
"5164";"A";"1237";"44853";"23478597000180";"010030";"BARROQUINHA";"CE";"2302057"
"5165";"A";"1261";"43469";"10508935000137";"045926";"MADALENA";"CE";"2307635"
"5166";"A";"1275";"43524";"12464301000155";"081930";"TARRAFAS";"CE";"2313252"
"5167";"A";"5721";"44468";"31776479000186";"042021";"JOAO NEIVA";"ES";"3203130"
"5168";"A";"5731";"43191";"23767031000178";"039373";"ITAU DE MINAS";"MG";"3133758"
"5169";"A";"7295";"00000";"92454776000108";"090905";"IMIGRANTE";"RS";"4310363"
"5170";"A";"7333";"00000";"90256660000120";"082490";"TERRA DE AREIA";"RS";"4321436"
"5171";"A";"7339";"45072";"92399153000171";"068020";"SALDANHA MARINHO";"RS";"4316436"
"5172";"A";"7369";"45034";"92005586000103";"060038";"PINHAL";"RS";"4314456"
"5173";"A";"7375";"38735";"91342667000128";"056308";"PANTANO GRANDE";"RS";"4313953"
"5174";"A";"8403";"00000";"91693283000150";"033561";"HARMONIA";"RS";"4309555"
"5175";"A";"8429";"45285";"91553966000101";"025569";"DEZESSEIS DE NOVEMBRO";"RS";"4306353"
"5176";"A";"8437";"00000";"92005545000109";"020605";"CERRO GRANDE";"RS";"4305157"
"5177";"A";"8497";"45539";"92465228000175";"002666";"ALEGRIA";"RS";"4300455"
"5178";"A";"9245";"00000";"00237370000147";"006068";"ARAPOEMA";"TO";"1702307"
"5179";"A";"9347";"27117";"01351667000100";"026760";"DUERE";"TO";"1707306"
"5180";"A";"9529";"15813";"02070746000105";"021679";"COLMEIA";"TO";"1716703"
"5181";"A";"9537";"00000";"02155331000126";"059986";"PINDORAMA DO TOCANTINS";"TO";"1717008"
"5182";"A";"9739";"43641";"01998335000103";"056936";"PARANHOS";"MS";"5006358"
"5183";"A";"9751";"44042";"24862864000180";"076171";"SAO MIGUEL DO PASSA QUATRO";"GO";"5220264"
"5184";"A";"9923";"43634";"24644296000141";"043230";"JUTI";"MS";"5005152"
"5185";"A";"9925";"44372";"24772246000140";"089842";"LUCAS DO RIO VERDE";"MT";"5105259"
"5186";"A";"9877";"42831";"03239027000120";"035980";"INDIAVAI";"MT";"5104500"
"5187";"A";"1587";"42367";"06582449000191";"004120";"AMONTADA";"CE";"2300754"
"5188";"A";"3087";"42288";"13394044000195";"025674";"DIAS D'AVILA";"BA";"2910057"
"5189";"A";"3095";"42446";"13284658000114";"032492";"GUAJERU";"BA";"2911659"
"5190";"A";"3981";"42460";"13232913000185";"058122";"PE DE SERRA";"BA";"2924058"
"5191";"A";"8471";"42769";"77819605000133";"075213";"SAO JOSE DAS PALMEIRAS";"PR";"4125456"
"5192";"A";"0291";"41928";"04628723000190";"003999";"AMATURA";"AM";"1300060"
"5193";"A";"9839";"41894";"04641551000195";"046388";"MANAQUIRI";"AM";"1302553"
"5194";"A";"0309";"00000";"04056198000186";"051292";"MUCAJAI";"RR";"1400308"
"5195";"A";"8465";"41382";"78200110000194";"026506";"DOURADINA";"PR";"4107256"
"5196";"A";"9671";"41722";"00007914000184";"006718";"ARENOPOLIS";"GO";"5202353"
"5197";"A";"0567";"41801";"04144168000121";"064980";"REDENCAO";"PA";"1506138"
"5198";"A";"8973";"41447";"87691507000117";"017833";"CAPAO DO LEAO";"RS";"4304663"
"5199";"A";"9817";"40888";"03923703000180";"081876";"TAQUARUSSU";"MS";"5007976"
"5200";"A";"9803";"40819";"15389596000130";"023663";"COSTA RICA";"MS";"5003256"
"5201";"A";"9189";"41155";"15023955000131";"043133";"JUSCIMEIRA";"MT";"5105200"
"5202";"A";"9053";"28116";"03217924000132";"018295";"CARACOL";"MS";"5002803"
"5203";"A";"9057";"10533";"03342920000186";"019577";"CASSILANDIA";"MS";"5002902"
"5204";"A";"9107";"28381";"03442597000112";"046876";"MARACAJU";"MS";"5005400"
"5205";"A";"9127";"33998";"03352986000157";"058645";"PEDRO GOMES";"MS";"5006408"
"5206";"A";"9179";"06736";"03741683000126";"051489";"MUNDO NOVO";"MS";"5005681"
"5207";"A";"0011";"34193";"04092680000171";"059846";"PIMENTA BUENO";"RO";"1100189"
"5208";"A";"0005";"38948";"04092672000125";"041785";"JI-PARANA";"RO";"1100122"
"5209";"A";"7497";"07106";"76208842000103";"019763";"CATANDUVAS";"PR";"4105003"
"5210";"A";"8935";"00000";"88771001000180";"083437";"TRAMANDAI";"RS";"4321600"
"5211";"A";"1019";"13365";"06554026000168";"006998";"ARRAIAL";"PI";"2201002"
"5212";"A";"8699";"33589";"87613584000159";"034452";"IBIRAIARAS";"RS";"4309902"
"5213";"A";"8759";"34832";"87502902000104";"052876";"NOVA ARACA";"RS";"4312807"
"5214";"A";"8715";"00000";"87613402000140";"039306";"ITATIBA DO SUL";"RS";"4310702"
"5215";"A";"8521";"09410";"88363072000144";"007064";"ARROIO DOS RATOS";"RS";"4301107"
"5216";"A";"1809";"00000";"08357675000102";"064726";"RAFAEL FERNANDES";"RN";"2410504"
"5217";"A";"0881";"04240";"06003891000116";"063550";"PRESIDENTE JUSCELINO";"MA";"2109205"
"5218";"A";"2087";"15727";"08898256000170";"048224";"MATARACA";"PB";"2509305"
"5219";"A";"5683";"16623";"27165695000118";"061255";"PIUMA";"ES";"3204203"
"5220";"A";"2433";"33668";"11256062000185";"034479";"IBIRAJUBA";"PE";"2606705"
"5221";"A";"2303";"05823";"10358174000184";"001597";"AFRANIO";"PE";"2600203"
"5222";"A";"5633";"39521";"27165570000198";"022055";"CONCEICAO DO CASTELO";"ES";"3201704"
"5223";"A";"7819";"00000";"75771212000171";"066257";"RIO BOM";"PR";"4122107"
"5224";"A";"1041";"28130";"06553978000167";"016357";"CAMPINAS DO PIAUI";"PI";"2202109"
"5225";"A";"1203";"28769";"06553838000199";"075272";"SAO JOSE DO PIAUI";"PI";"2210201"
"5226";"A";"8513";"00000";"87261509000176";"004839";"ANTA GORDA";"RS";"4300703"
"5227";"A";"2389";"25030";"11049806000190";"020729";"CHA GRANDE";"PE";"2604502"
"5228";"A";"2387";"38560";"11049798000182";"020710";"CHA DE ALEGRIA";"PE";"2604403"
"5229";"A";"6243";"00000";"44544906000142";"012882";"BORA";"SP";"3507209"
"5230";"A";"6353";"00000";"46634192000199";"023159";"CORONEL MACEDO";"SP";"3512605"
"5231";"A";"6767";"00000";"53099149000136";"053384";"NOVA LUZITANIA";"SP";"3533304"
"5232";"A";"6837";"00000";"45290426000165";"058203";"PEDRA BELA";"SP";"3536802"
"5233";"A";"7081";"00000";"46603395000118";"073113";"SAO FRANCISCO";"SP";"3549003"
"5234";"A";"1737";"00000";"08349045000188";"045330";"LUCRECIA";"RN";"2406908"
"5235";"A";"8911";"33895";"87614269000146";"079421";"SERTAO";"RS";"4320503"
"5236";"A";"8583";"19912";"87612842000182";"017302";"CANDIDO GODOI";"RS";"4304309"
"5237";"A";"9275";"40118";"02296325000199";"013684";"BRITANIA";"GO";"5203807"
"5238";"A";"1867";"00000";"08144792000180";"079324";"SERRINHA";"RN";"2413508"
"5239";"A";"9105";"27090";"03503620000131";"045314";"LUCIARA";"MT";"5105309"
"5240";"A";"9215";"39064";"02367597000132";"003743";"ALVORADA DO NORTE";"GO";"5200803"
"5241";"A";"9505";"31811";"01485531000184";"055123";"OURO VERDE DE GOIAS";"GO";"5215405"
"5242";"A";"8101";"17969";"82939422000191";"027707";"ERVAL VELHO";"SC";"4205209"
"5243";"A";"7911";"27870";"76247345000106";"081477";"TAPEJARA";"PR";"4126801"
"5244";"A";"2069";"11305";"08999716000156";"044466";"LASTRO";"PB";"2508406"
"5245";"A";"5679";"37657";"27174150000178";"056235";"PANCAS";"ES";"3204005"
"5246";"A";"1825";"00000";"08088247000113";"071188";"SANTANA DO SERIDO";"RN";"2411429"
"5247";"A";"3307";"20729";"13606702000165";"001821";"AGUA FRIA";"BA";"2900405"
"5248";"A";"3323";"30283";"13906409000113";"004243";"ANAGE";"BA";"2901205"
"5249";"A";"3375";"35460";"13718176000125";"011673";"BOA VISTA DO TUPIM";"BA";"2903805"
"5250";"A";"3409";"01023";"13913355000113";"015601";"CALDEIRAO GRANDE";"BA";"2905503"
"5251";"A";"3431";"23104";"13982608000100";"017272";"CANDIBA";"BA";"2906600"
"5252";"A";"3519";"34519";"14147904000159";"029734";"FLORESTA AZUL";"BA";"2911006"
"5253";"A";"3555";"02400";"13846753000164";"034517";"IBIRAPITANGA";"BA";"2912707"
"5254";"A";"3601";"35996";"13922620000120";"037656";"ITAETE";"BA";"2915007"
"5255";"A";"3603";"31402";"14200406000122";"037664";"ITAGI";"BA";"2915106"
"5256";"A";"3683";"32573";"13844071000112";"044172";"LAMARAO";"BA";"2919108"
"5257";"A";"3709";"32724";"13894886000106";"046663";"MANOEL VITORINO";"BA";"2920403"
"5258";"A";"3785";"16032";"14216238000163";"058599";"PEDRO ALEXANDRE";"BA";"2924207"
"5259";"A";"3819";"31684";"13698782000126";"064394";"QUIJINGUE";"BA";"2925907"
"5260";"A";"3905";"02637";"14222277000173";"079022";"SERRA DOURADA";"BA";"2930303"
"5261";"A";"3947";"12256";"14140701000130";"084816";"UIBAI";"BA";"2932408"
"5262";"A";"4063";"06437";"18116111000123";"005541";"ARACAI";"MG";"3103207"
