"";"IN-OPERACAO";"CO-MUNICIPIO";"CO-MUNICIPIO-BACEN";"NU-CGC-MUNICIPIO";"CO-MUNICIPIO-BANCO-BRASIL";"NO-MUNICIPIO";"CO-UF";"CO-MUNICIPIO-IBGE"
"1038";"A";"3339";"40345";"14105712000180";"005469";"ARACATU";"BA";"2902005"
"1039";"A";"3341";"26888";"14232086000192";"005673";"ARACI";"BA";"2902104"
"1040";"A";"3345";"06516";"13796073000183";"006416";"ARATUIPE";"BA";"2902302"
"1041";"A";"3349";"28927";"13654413000131";"008109";"BAIANOPOLIS";"BA";"2902500"
"1042";"A";"3353";"11154";"13880703000101";"008982";"BARRA";"BA";"2902708"
"1043";"A";"3357";"33462";"13906789000196";"009113";"BARRA DO CHOCA";"BA";"2902906"
"1044";"A";"3361";"15624";"14234850000169";"009423";"BARRA DO ROCHA";"BA";"2903102"
"1045";"A";"3365";"37956";"14147458000182";"031895";"BARRO PRETO";"BA";"2903300"
"1046";"A";"3369";"20592";"14237333000143";"010685";"BELO CAMPO";"BA";"2903508"
"1047";"A";"3373";"04099";"13894894000152";"011401";"BOA NOVA";"BA";"2903706"
"1048";"A";"3379";"21405";"13922612000183";"012696";"BONINAL";"BA";"2904001"
"1049";"A";"3383";"39387";"13782479000107";"013102";"BOTUPORA";"BA";"2904209"
"1050";"A";"3387";"26510";"13654439000180";"013650";"BREJOLANDIA";"BA";"2904407"
"1051";"A";"3391";"04147";"14105704000133";"013757";"BRUMADO";"BA";"2904605"
"1052";"A";"3395";"27430";"13856372000166";"014133";"CAATIBA";"BA";"2904803"
"1053";"A";"3399";"06822";"13676788000100";"014850";"CACULE";"BA";"2905008"
"1054";"A";"3403";"31969";"13811476000154";"014966";"CAETITE";"BA";"2905206"
"1055";"A";"3407";"09984";"14235907000144";"015288";"CAIRU";"BA";"2905404"
"1056";"A";"3411";"00000";"13682398000135";"015717";"CAMACAN";"BA";"2905602"
"1057";"A";"3415";"14254";"13753306000160";"015750";"CAMAMU";"BA";"2905800"
"1058";"A";"3423";"18676";"13714464000101";"017132";"CANARANA";"BA";"2906204"
"1059";"A";"3427";"06808";"13607635000101";"017213";"CANDEAL";"BA";"2906402"
"1060";"A";"3435";"09915";"13806567000100";"017620";"CANSANCAO";"BA";"2906808"
"1061";"A";"3439";"27399";"14126254000165";"018660";"CARDEAL DA SILVA";"BA";"2907004"
"1062";"A";"3443";"14168";"13691811000128";"019429";"CASA NOVA";"BA";"2907202"
"1063";"A";"3447";"31976";"13654447000126";"019895";"CATOLANDIA";"BA";"2907400"
"1064";"A";"3451";"20286";"14136816000151";"020427";"CENTRAL";"BA";"2907608"
"1065";"A";"3455";"38618";"13808613000100";"021075";"CICERO DANTAS";"BA";"2907806"
"1066";"A";"3459";"25858";"14147474000175";"021393";"COARACI";"BA";"2908002"
"1067";"A";"3463";"03564";"13828371000108";"022080";"CONCEICAO DA FEIRA";"BA";"2908200"
"1068";"A";"3467";"30379";"13843842000157";"022063";"CONCEICAO DO COITE";"BA";"2908408"
"1069";"A";"3471";"08765";"14126692000123";"022373";"CONDE";"BA";"2908606"
"1070";"A";"3475";"34904";"14106553000138";"022691";"CONTENDAS DO SINCORA";"BA";"2908804"
"1071";"A";"3479";"12672";"13694468000175";"022861";"CORDEIROS";"BA";"2909000"
"1072";"A";"3481";"03557";"13912084000181";"022950";"CORIBE";"BA";"2909109"
"1073";"A";"3489";"06372";"13763396000170";"023922";"CRAVOLANDIA";"BA";"2909505"
"1074";"A";"3493";"31031";"13655089000176";"024198";"CRISTOPOLIS";"BA";"2909703"
"1075";"A";"3497";"13808";"13915640000173";"024864";"CURACA";"BA";"2909901"
"1076";"A";"3499";"07010";"13700174000109";"025232";"DARIO MEIRA";"BA";"2910008"
"1077";"A";"3501";"34870";"13673314000105";"026107";"DOM BASILIO";"BA";"2910107"
"1078";"A";"3503";"25906";"13827019000158";"026190";"DOM MACEDO COSTA";"BA";"2910206"
"1079";"A";"3505";"16764";"13693379000104";"027022";"ELISIO MEDRADO";"BA";"2910305"
"1080";"A";"3507";"12524";"13907373000192";"027170";"ENCRUZILHADA";"BA";"2910404"
"1081";"A";"3511";"31316";"13885231000171";"028010";"ESPLANADA";"BA";"2910602"
"1082";"A";"3515";"11477";"14043574000151";"029017";"FEIRA DE SANTANA";"BA";"2910800"
"1083";"A";"3523";"18937";"14195358000121";"030910";"GANDU";"BA";"2911204"
"1084";"A";"3527";"03234";"14217335000170";"031410";"GLORIA";"BA";"2911402"
"1085";"A";"3531";"30520";"13828496000138";"031909";"GOVERNADOR MANGABEIRA";"BA";"2911600"
"1086";"A";"3535";"09692";"13634985000159";"033103";"GUARATINGA";"BA";"2911808"
"1087";"A";"3539";"33644";"13676986000166";"034223";"IBIASSUCE";"BA";"2912004"
"1088";"A";"3543";"11381";"13922588000182";"034274";"IBICOARA";"BA";"2912202"
"1089";"A";"3547";"38034";"13714803000150";"034339";"IBIPEBA";"BA";"2912400"
"1090";"A";"3549";"05469";"13880711000140";"070238";"SANTA RITA DE CASSIA";"BA";"2928406"
"1091";"A";"3553";"05579";"13718671000134";"034398";"IBIQUERA";"BA";"2912608"
"1092";"A";"3557";"28972";"14210389000104";"034525";"IBIRAPUA";"BA";"2912806"
"1093";"A";"3561";"11374";"13781828000176";"034592";"IBITIARA";"BA";"2913002"
"1094";"A";"3565";"33620";"13798152000123";"034835";"IBOTIRAMA";"BA";"2913200"
"1095";"A";"3569";"16245";"13811484000109";"035122";"IGAPORA";"BA";"2913408"
"1096";"A";"3573";"39033";"13672597000162";"035580";"ILHEUS";"BA";"2913606"
"1097";"A";"3577";"22129";"13621735000184";"036439";"IPECAETA";"BA";"2913804"
"1098";"A";"3581";"04116";"14042659000115";"036528";"IPIRA";"BA";"2914000"
"1099";"A";"3585";"26620";"13763479000160";"036943";"IRAJUBA";"BA";"2914208"
"1100";"A";"3589";"06396";"13922596000129";"037060";"IRAQUARA";"BA";"2914406"
"1101";"A";"3593";"31079";"13715891000104";"037133";"IRECE";"BA";"2914604"
"1102";"A";"3605";"18164";"13701966000106";"037672";"ITAGIBA";"BA";"2915205"
"1103";"A";"3609";"40424";"14147920000141";"038067";"ITAJU DO COLONIA";"BA";"2915403"
"1104";"A";"3613";"22679";"13761697000165";"038164";"ITAMARAJU";"BA";"2915601"
"1105";"A";"3617";"04477";"13743760000130";"038261";"ITAMBE";"BA";"2915809"
"1106";"A";"3621";"27021";"14210512000197";"038415";"ITANHEM";"BA";"2916005"
"1107";"A";"3625";"06633";"14147938000143";"038563";"ITAPE";"BA";"2916203"
"1108";"A";"3629";"31440";"13751102000190";"038725";"ITAPETINGA";"BA";"2916401"
"1109";"A";"3633";"13695";"14147482000111";"038903";"ITAPITANGA";"BA";"2916609"
"1110";"A";"3637";"36005";"13751276000153";"039209";"ITARANTIM";"BA";"2916807"
"1111";"A";"3641";"18195";"13988324000121";"039578";"ITIUBA";"BA";"2917003"
"1112";"A";"3645";"40448";"14106280000121";"039640";"ITUACU";"BA";"2917201"
"1113";"A";"3649";"19228";"13677109000100";"040100";"JACARACI";"BA";"2917409"
"1114";"A";"3653";"01573";"13910211000103";"040533";"JAGUAQUARA";"BA";"2917607"
"1115";"A";"3657";"23609";"13796289000149";"040690";"JAGUARIPE";"BA";"2917805"
"1116";"A";"3661";"05706";"13894878000160";"041645";"JEQUIE";"BA";"2918001"
"1117";"A";"3665";"29775";"13764659000166";"041793";"JIQUIRICA";"BA";"2918209"
"1118";"A";"3667";"25243";"14205686000161";"041815";"JITAUNA";"BA";"2918308"
"1119";"A";"3669";"13925";"13915632000127";"042544";"JUAZEIRO";"BA";"2918407"
"1120";"A";"3671";"04738";"13717277000181";"043150";"JUSSARA";"BA";"2918506"
"1121";"A";"3675";"28006";"14205959000178";"043362";"LAFAIETE COUTINHO";"BA";"2918704"
"1122";"A";"3679";"05177";"13785670000102";"044075";"LAJEDAO";"BA";"2918902"
"1123";"A";"3687";"11642";"14694400000159";"044660";"LENCOIS";"BA";"2919306"
"1124";"A";"3695";"15095";"13751540000159";"045730";"MACARANI";"BA";"2919702"
"1125";"A";"3699";"01762";"14217343000117";"045918";"MACURURE";"BA";"2919900"
"1126";"A";"3703";"19321";"14212872000128";"046094";"MAIRI";"BA";"2920106"
"1127";"A";"3707";"07278";"14106561000184";"046264";"MALHADA DE PEDRAS";"BA";"2920304"
"1128";"A";"3711";"23719";"13910203000167";"046906";"MARACAS";"BA";"2920502"
"1129";"A";"3713";"14962";"13784384000122";"046922";"MARAGOGIPE";"BA";"2920601"
"1130";"A";"3717";"37217";"13765219000123";"047210";"MARCIONILIO SOUZA";"BA";"2920809"
"1131";"A";"3721";"19259";"13805528000180";"048178";"MATA DE SAO JOAO";"BA";"2921005"
"1132";"A";"3725";"03014";"13913363000160";"049018";"MIGUEL CALMON";"BA";"2921203"
"1133";"A";"3729";"25274";"13913371000106";"049514";"MIRANGABA";"BA";"2921401"
"1134";"A";"3733";"06248";"13798574000107";"050881";"MORPARA";"BA";"2921609"
"1135";"A";"3737";"30647";"13677687000146";"051144";"MORTUGABA";"BA";"2921807"
"1136";"A";"3741";"13963";"13761705000173";"051330";"MUCURI";"BA";"2922003"
"1137";"A";"3745";"36294";"13796461000164";"051543";"MUNIZ FERREIRA";"BA";"2922201"
"1138";"A";"3749";"18384";"13827035000140";"051799";"MUTUIPE";"BA";"2922409"
"1139";"A";"3753";"38766";"13758313000155";"052337";"NILO PECANHA";"BA";"2922607"
"1140";"A";"3757";"21759";"13892187000127";"053325";"NOVA ITARANA";"BA";"2922805"
"1141";"A";"3761";"03818";"13761531000149";"053805";"NOVA VICOSA";"BA";"2923001"
"1142";"A";"3769";"05249";"13982590000147";"055840";"PALMAS DE MONTE ALTO";"BA";"2923407"
"1143";"A";"3773";"28329";"13675491000112";"056740";"PARAMIRIM";"BA";"2923605"
"1144";"A";"3777";"10674";"14215826000182";"057169";"PARIPIRANGA";"BA";"2923803"
"1145";"A";"3789";"38821";"13692033000191";"059722";"PILAO ARCADO";"BA";"2924405"
"1146";"A";"3793";"20949";"13908710000166";"059951";"PINDOBACU";"BA";"2924603"
"1147";"A";"3797";"03069";"13795786000122";"061077";"PIRITIBA";"BA";"2924801"
"1148";"A";"3801";"25573";"13858907000138";"061336";"PLANALTO";"BA";"2925006"
"1149";"A";"3805";"06286";"13806237000106";"061743";"POJUCA";"BA";"2925204"
"1150";"A";"3809";"30678";"13752191000190";"063045";"POTIRAGUA";"BA";"2925402"
"1151";"A";"3813";"13372";"13717798000139";"063509";"PRESIDENTE DUTRA";"BA";"2925600"
"1152";"A";"3817";"36304";"14218952000190";"064297";"QUEIMADAS";"BA";"2925808"
"1153";"A";"3821";"16025";"13909247000177";"065145";"REMANSO";"BA";"2926004"
"1154";"A";"3825";"38814";"14100747000126";"065412";"RIACHAO DAS NEVES";"BA";"2926202"
"1155";"A";"3827";"34344";"14043269000160";"065404";"RIACHAO DO JACUIPE";"BA";"2926301"
"1156";"A";"3831";"12160";"13809405000117";"065722";"RIBEIRA DO AMPARO";"BA";"2926509"
"1157";"A";"3835";"38807";"14263859000106";"066451";"RIO DE CONTAS";"BA";"2926707"
"1158";"A";"3839";"16520";"13783279000179";"066834";"RIO DO PIRES";"BA";"2926905"
"1159";"A";"3843";"03832";"14217350000119";"067326";"RODELAS";"BA";"2927101"
"1160";"A";"3847";"19479";"13743281000114";"068179";"SALINAS DA MARGARIDA";"BA";"2927309"
"1161";"A";"3850";"00000";NA;"903850";"DEMAIS MUNICIPIOS";"BA";"0000000"
"1162";"A";"3851";"37509";"13626908000157";"068705";"SANTA BARBARA";"BA";"2927507"
"1163";"A";"3855";"19699";"13635008000176";"069027";"SANTA CRUZ CABRALIA";"BA";"2927705"
"1164";"A";"3861";"33084";"13807870000119";"070807";"SANTALUZ";"BA";"2928000"
"1165";"A";"3863";"24086";"13912506000119";"070068";"SANTA MARIA DA VITORIA";"BA";"2928109"
"1166";"A";"3867";"05407";"13627062000170";"071226";"SANTANOPOLIS";"BA";"2928307"
"1167";"A";"3873";"24165";"13825476000103";"071838";"SANTO ANTONIO DE JESUS";"BA";"2928703"
"1168";"A";"3877";"02039";"13655436000160";"072818";"SAO DESIDERIO";"BA";"2928901"
"1169";"A";"3879";"28635";"13828389000100";"073008";"SAO FELIX";"BA";"2929008"
"1170";"A";"3885";"05414";"14060602000149";"073571";"SAO GONCALO DOS CAMPOS";"BA";"2929305"
"1171";"A";"3893";"10959";"13648480000143";"078204";"SATIRO DIAS";"BA";"2929701"
"1172";"A";"3897";"38371";"13922604000137";"078328";"SEABRA";"BA";"2929909"
"1173";"A";"3901";"16111";"13988308000139";"078700";"SENHOR DO BONFIM";"BA";"2930105"
"1174";"A";"3909";"20516";"13845086000103";"079308";"SERRINHA";"BA";"2930501"
"1175";"A";"3917";"24134";"13655659000128";"080942";"TABOCAS DO BREJO VELHO";"BA";"2930907"
"1176";"A";"3921";"10973";"13627997000156";"081442";"TANQUINHO";"BA";"2931103"
"1177";"A";"3925";"28673";"13796016000102";"081620";"TAPIRAMUTA";"BA";"2931301"
"1178";"A";"3929";"16159";"13845466000130";"082376";"TEOFILANDIA";"BA";"2931509"
"1179";"A";"3935";"26833";"14243463000199";"083496";"TREMEDAL";"BA";"2931806"
"1180";"A";"3939";"05452";"13698758000197";"084573";"UAUA";"BA";"2932002"
"1181";"A";"3949";"03461";"13672605000170";"085022";"UNA";"BA";"2932507"
"1182";"A";"3961";"33266";"13913389000108";"086169";"VARZEA DO POCO";"BA";"2933109"
"1183";"A";"3965";"12287";"14239578000100";"087980";"VITORIA DA CONQUISTA";"BA";"2933307"
"1184";"A";"3969";"38405";"13758842000159";"088226";"WENCESLAU GUIMARAES";"BA";"2933505"
"1185";"A";"3973";"42587";"13891528000140";"044296";"LAPAO";"BA";"2919157"
"1186";"A";"3975";"42594";"13284641000167";"045985";"MAETINGA";"BA";"2919959"
"1187";"A";"3977";"42329";"13348529000142";"046671";"MANSIDAO";"BA";"2920452"
"1188";"A";"3979";"42628";"13347539000163";"052450";"NORDESTINA";"BA";"2922656"
"1189";"A";"3985";"42604";"13195862000169";"064742";"RAFAEL JAMBEIRO";"BA";"2925956"
"1190";"A";"3987";"42563";"13269634000196";"069698";"SANTA LUZIA";"BA";"2928059"
"1191";"A";"3989";"42312";"13891544000132";"073342";"SAO GABRIEL";"BA";"2929255"
"1192";"A";"3991";"42257";"13225131000119";"081426";"TANQUE NOVO";"BA";"2931053"
"1193";"A";"3997";"42408";"13896758000100";"086177";"VARZEA DA ROCA";"BA";"2933059"
"1194";"A";"3999";"42271";"13348479000101";"088188";"WANDERLEY";"BA";"2933455"
"1195";"A";"4007";"38096";"18295287000190";"001244";"ACAIACA";"MG";"3100401"
"1196";"A";"4011";"08253";"18085563000195";"001708";"AGUA BOA";"MG";"3100609"
"1197";"A";"4015";"16276";"17888108000165";"001953";"AGUANIL";"MG";"3100807"
"1198";"A";"4019";"29490";"18414581000173";"002119";"AGUAS VERMELHAS";"MG";"3101003"
"1199";"A";"4025";"39105";"18186346000191";"002305";"ALAGOA";"MG";"3101300"
"1200";"A";"4029";"08576";"17709197000135";"002674";"ALEM PARAIBA";"MG";"3101508"
"1201";"A";"4033";"16898";"18349894000195";"002933";"ALMENARA";"MG";"3101706"
"1202";"A";"4037";"25597";"18241752000100";"003018";"ALPINOPOLIS";"MG";"3101904"
"1203";"A";"4041";"34557";"18094748000166";"003433";"ALTO RIO DOCE";"MG";"3102100"
"1204";"A";"4049";"12469";"18316174000123";"004197";"AMPARO DO SERRA";"MG";"3102506"
"1205";"A";"4053";"00000";"18414599000175";"004502";"CACHOEIRA DE PAJEU";"MG";"3102704"
"1206";"A";"4055";"25786";"18682930000138";"004529";"ANDRELANDIA";"MG";"3102803"
"1207";"A";"4059";"39277";"16796575000100";"004952";"ANTONIO DIAS";"MG";"3103009"
"1208";"A";"4067";"13444";"17963083000117";"005746";"ARACUAI";"MG";"3103405"
"1209";"A";"4075";"31237";"19942895000101";"006130";"ARAPUA";"MG";"3103801"
"1210";"A";"4079";"06420";"18140756000100";"006467";"ARAXA";"MG";"3104007"
"1211";"A";"4083";"09386";"18306662000150";"006548";"ARCOS";"MG";"3104205"
"1212";"A";"4087";"17983";"17730011000120";"006742";"ARGIRITA";"MG";"3104403"
"1213";"A";"4091";"26912";"17702507000190";"007382";"ASTOLFO DUTRA";"MG";"3104601"
"1214";"A";"4095";"14010";"17694845000127";"007536";"AUGUSTO DE LIMA";"MG";"3104809"
"1215";"A";"4099";"19558";"18116129000125";"008346";"BALDIM";"MG";"3105004"
"1216";"A";"4103";"28408";"18349902000101";"008524";"BANDEIRA";"MG";"3105202"
"1217";"A";"4107";"37437";"18317685000160";"008710";"BARAO DE COCAIS";"MG";"3105400"
"1218";"A";"4111";"07467";"17095043000109";"008869";"BARBACENA";"MG";"3105608"
"1219";"A";"4117";"19606";"18094755000168";"010057";"BARROSO";"MG";"3105905"
"1220";"A";"4124";"00000";NA;"904124";"DEMAIS MUNICIPIOS";"MG";"0000000"
"1221";"A";"4125";"33840";"17005653000166";"010740";"BELO ORIENTE";"MG";"3106309"
"1222";"A";"4129";"05744";"17700758000135";"010960";"BERILO";"MG";"3106507"
"1223";"A";"4137";"20925";"17722935000184";"011118";"BICAS";"MG";"3106903"
"1224";"A";"4141";"30623";"18239590000175";"011290";"BOA ESPERANCA";"MG";"3107109"
"1225";"A";"4143";"39765";"18194076000160";"011800";"BOCAINA DE MINAS";"MG";"3107208"
"1226";"A";"4147";"06255";"18301002000186";"011975";"BOM DESPACHO";"MG";"3107406"
"1227";"A";"4149";"08961";"18684217000123";"012084";"BOM JARDIM DE MINAS";"MG";"3107505"
"1228";"A";"4151";"12926";"18187815000197";"012319";"BOM JESUS DA PENHA";"MG";"3107604"
"1229";"A";"4153";"17385";"18317693000106";"012181";"BOM JESUS DO AMPARO";"MG";"3107703"
"1230";"A";"4157";"26163";"18675892000196";"012408";"BOM REPOUSO";"MG";"3107901"
"1231";"A";"4161";"35154";"18363945000133";"012580";"BONFIM";"MG";"3108107"
"1232";"A";"4165";"06231";"17912023000175";"012955";"BORDA DA MATA";"MG";"3108305"
"1233";"A";"4169";"12940";"18017418000177";"013099";"BOTUMIRIM";"MG";"3108503"
"1234";"A";"4171";"17880";"18017442000106";"013323";"BRASILIA DE MINAS";"MG";"3108602"
"1235";"A";"4177";"00000";"18025890000151";"013382";"BRASOPOLIS";"MG";"3108909"
"1236";"A";"4179";"35673";"18363929000140";"013749";"BRUMADINHO";"MG";"3109006"
"1237";"A";"4187";"13970";"18279067000172";"014087";"BURITIZEIRO";"MG";"3109402"
"1238";"A";"4191";"37279";"25004532000128";"014630";"CACHOEIRA DA PRATA";"MG";"3109600"
"1239";"A";"4195";"15071";"18457267000178";"014532";"CACHOEIRA DOURADA";"MG";"3109808"
"1240";"A";"4199";"37190";"18302299000102";"014931";"CAETE";"MG";"3110004"
"1241";"A";"4203";"10629";"18132456000170";"015458";"CAJURI";"MG";"3110202"
"1242";"A";"4207";"14948";"18308726000151";"015733";"CAMACHO";"MG";"3110400"
"1243";"A";"4211";"23908";"18675975000185";"015962";"CAMBUI";"MG";"3110608"
"1244";"A";"4215";"32652";"18404905000192";"016110";"CAMPANARIO";"MG";"3110806"
"1245";"A";"4219";"01690";"18178400000157";"016144";"CAMPESTRE";"MG";"3111002"
"1246";"A";"4223";"15033";"18659334000137";"016470";"CAMPO BELO";"MG";"3111200"
"1247";"A";"4227";"19400";"18428862000185";"016560";"CAMPO FLORIDO";"MG";"3111408"
"1248";"A";"4231";"28233";"18245175000124";"016888";"CAMPOS GERAIS";"MG";"3111606"
"1249";"A";"4239";"07292";"17888090000100";"017230";"CANDEIAS";"MG";"3112000"
"1250";"A";"4243";"19369";"19259951000108";"017922";"CAPELA NOVA";"MG";"3112208"
"1251";"A";"4247";"23881";"17894031000136";"017981";"CAPETINGA";"MG";"3112406"
"1252";"A";"4251";"32755";"18457234000128";"018023";"CAPINOPOLIS";"MG";"3112604"
"1253";"A";"4255";"01786";"16726028000140";"018120";"CAPITOLIO";"MG";"3112802"
"1254";"A";"4263";"23805";"18094797000107";"018465";"CARANDAI";"MG";"3113206"
"1255";"A";"4271";"37152";"17935388000115";"018708";"CAREACU";"MG";"3113602"
"1256";"A";"4275";"07302";"18303172000108";"018953";"CARMESIA";"MG";"3113800"
"1257";"A";"4279";"15064";"18312967000174";"019003";"CARMO DA MATA";"MG";"3114006"
"1258";"A";"4283";"23836";"18291377000102";"018996";"CARMO DO CAJURU";"MG";"3114204"
"1259";"A";"4287";"37066";"18243287000146";"019038";"CARMO DO RIO CLARO";"MG";"3114402"
"1260";"A";"4289";"37107";"18312983000167";"019062";"CARMOPOLIS DE MINAS";"MG";"3114501"
"1261";"A";"4293";"07209";"18242800000184";"019364";"CARVALHOPOLIS";"MG";"3114709"
"1262";"A";"4297";"14797";"18667477000190";"019410";"CASA GRANDE";"MG";"3114907"
"1263";"A";"4301";"23623";"17894049000138";"019550";"CASSIA";"MG";"3115102"
"1264";"A";"4303";"28013";"18557587000108";"019585";"CONCEICAO DA BARRA DE MINAS";"MG";"3115201"
"1265";"A";"4307";"05225";"19718378000153";"019810";"CATAS ALTAS DA NORUEGA";"MG";"3115409"
"1266";"A";"4309";"05201";"18008870000172";"020184";"CAXAMBU";"MG";"3115508"
"1267";"A";"4311";"08088";"18296657000103";"020311";"CEDRO DO ABAETE";"MG";"3115607"
"1268";"A";"4313";"11659";"17990714000197";"020435";"CENTRAL DE MINAS";"MG";"3115706"
"1269";"A";"4317";"20743";"18338137000116";"020753";"CHACARA";"MG";"3115904"
"1270";"A";"4321";"29524";"16886608000103";"020826";"CHAPADA DO NORTE";"MG";"3116100"
"1271";"A";"4325";"38742";"18094805000107";"021229";"CIPOTANEA";"MG";"3116308"
"1272";"A";"4329";"08569";"21498274000122";"021326";"CLARO DOS POCOES";"MG";"3116506"
"1273";"A";"4333";"17299";"18132464000117";"021547";"COIMBRA";"MG";"3116704"
"1274";"A";"4337";"26101";"18449173000157";"021865";"COMENDADOR GOMES";"MG";"3116902"
"1275";"A";"4341";"35068";"18243295000192";"021989";"CONCEICAO DA APARECIDA";"MG";"3117108"
"1276";"A";"4349";"12847";"18303156000107";"022160";"CONCEICAO DO MATO DENTRO";"MG";"3117504"
"1277";"A";"4353";"21632";"18008888000174";"022268";"CONCEICAO DO RIO VERDE";"MG";"3117702"
"1278";"A";"4359";"35130";"16752446000102";"022489";"CONGONHAS";"MG";"3118007"
"1279";"A";"4363";"03801";"18428888000123";"022543";"CONQUISTA";"MG";"3118205"
"1280";"A";"4367";"17316";"19769660000160";"022616";"CONSELHEIRO PENA";"MG";"3118403"
"1281";"A";"4371";"21625";"18715508000131";"022675";"CONTAGEM";"MG";"3118601"
"1282";"A";"4379";"39679";"18712166000104";"022900";"CORDISLANDIA";"MG";"3119005"
"1283";"A";"4383";"08868";"18085647000129";"022993";"COROACI";"MG";"3119203"
"1284";"A";"4387";"21663";"19875046000182";"023086";"CORONEL FABRICIANO";"MG";"3119401"
"1285";"A";"4391";"26118";"18338152000164";"023191";"CORONEL PACHECO";"MG";"3119609"
"1286";"A";"4395";"35051";"18298174000148";"023310";"CORREGO DANTA";"MG";"3119807"
"1287";"A";"4399";"03722";"18334284000118";"023345";"CORREGO NOVO";"MG";"3120003"
"1288";"A";"4405";"17873";"18017434000160";"024066";"CRISTALIA";"MG";"3120300"
"1289";"A";"4409";"26682";"18188250000162";"024120";"CRISTINA";"MG";"3120508"
"1290";"A";"4413";"35642";"18468041000172";"024449";"CRUZEIRO DA FORTALEZA";"MG";"3120706"
"1291";"A";"4417";"04745";"17695024000105";"025100";"CURVELO";"MG";"3120904"
"1292";"A";"4421";"11628";"18025924000108";"025283";"DELFIM MOREIRA";"MG";"3121100"
"1293";"A";"4425";"20420";"18558098000162";"025470";"DESCOBERTO";"MG";"3121308"
"1294";"A";"4429";"29263";"18094813000153";"025542";"DESTERRO DO MELO";"MG";"3121506"
"1295";"A";"4433";"38728";"18295311000190";"025712";"DIOGO DE VASCONCELOS";"MG";"3121704"
"1296";"A";"4437";"08387";"18128280000183";"025801";"DIVINESIA";"MG";"3121902"
"1297";"A";"4441";"16496";"18357079000178";"025836";"DIVINO DAS LARANJEIRAS";"MG";"3122108"
"1298";"A";"4445";"25212";"18291351000164";"025887";"DIVINOPOLIS";"MG";"3122306"
"1299";"A";"4453";"03791";"18297226000161";"026247";"DOM SILVERIO";"MG";"3122702"
"1300";"A";"4457";"12809";"17706656000127";"026336";"DONA EUSEBIA";"MG";"3122900"
"1301";"A";"4461";"21735";"18307413000189";"026395";"DORES DE GUANHAES";"MG";"3123106"
"1302";"A";"4465";"30616";"18128249000142";"026441";"DORES DO TURVO";"MG";"3123304"
"1303";"A";"4467";"39734";"18306647000101";"026468";"DORESOPOLIS";"MG";"3123403"
"1304";"A";"4469";"39600";"18158261000108";"026549";"DOURADOQUARA";"MG";"3123502"
"1305";"A";"4471";"03241";"20347225000126";"027030";"ELOI MENDES";"MG";"3123601"
"1306";"A";"4473";"08655";"18080655000182";"027260";"ENGENHEIRO CALDAS";"MG";"3123700"
"1307";"A";"4477";"16977";"20356747000194";"027529";"ENTRE RIOS DE MINAS";"MG";"3123908"
"1308";"A";"4481";"26905";"18715466000139";"027766";"ESMERALDAS";"MG";"3124104"
"1309";"A";"4485";"35886";"18650952000116";"027936";"ESPINOSA";"MG";"3124302"
"1310";"A";"4489";"06547";"18675918000104";"028177";"ESTIVA";"MG";"3124500"
"1311";"A";"4493";"13592";"18301028000124";"028274";"ESTRELA DO INDAIA";"MG";"3124708"
"1312";"A";"4497";"22868";"17947656000119";"028410";"EUGENOPOLIS";"MG";"3124906"
"1313";"A";"4505";"36854";"18114280000124";"028614";"FARIA LEMOS";"MG";"3125309"
"1314";"A";"4511";"11587";"18083071000160";"029092";"FELISBURGO";"MG";"3125606"
"1315";"A";"4513";"15916";"17695032000151";"029106";"FELIXLANDIA";"MG";"3125705"
"1316";"A";"4517";"24787";"18299529000113";"029343";"FERROS";"MG";"3125903"
"1317";"A";"4521";"34973";"16784720000125";"029947";"FORMIGA";"MG";"3126109"
"1318";"A";"4525";"03643";"18241760000156";"030074";"FORTALEZA DE MINAS";"MG";"3126307"
"1319";"A";"4529";"13224";"18051524000177";"030236";"FRANCISCO BADARO";"MG";"3126505"
"1320";"A";"4533";"22239";"22681423000157";"030295";"FRANCISCO SA";"MG";"3126703"
"1321";"A";"4537";"31048";"16945990000170";"030430";"FREI INOCENCIO";"MG";"3126901"
"1322";"A";"4541";"40101";"18449132000160";"030597";"FRUTAL";"MG";"3127107"
"1323";"A";"4545";"07096";"17005000000187";"030783";"GALILEIA";"MG";"3127305"
"1324";"A";"4549";"30458";"18307421000125";"031763";"GONZAGA";"MG";"3127503"
"1325";"A";"4561";"40565";"18239616000185";"032590";"GUAPE";"MG";"3128105"
"1326";"A";"4565";"09685";"17900473000148";"032891";"GUARANESIA";"MG";"3128303"
"1327";"A";"4569";"18339";"17723172000196";"033049";"GUARARA";"MG";"3128501"
"1328";"A";"4573";"31646";"18663401000197";"033340";"GUAXUPE";"MG";"3128709"
"1329";"A";"4581";"04714";"18457192000125";"033480";"GURINHATA";"MG";"3129103"
"1330";"A";"4585";"10193";"18338830000199";"033944";"IAPU";"MG";"3129301"
"1331";"A";"4593";"33606";"17894072000122";"034436";"IBIRACI";"MG";"3129707"
"1332";"A";"4605";"16252";"18306688000106";"035416";"IGUATAMA";"MG";"3130309"
"1333";"A";"4609";"25528";"18239608000139";"035610";"ILICINEA";"MG";"3130507"
"1334";"A";"4613";"39215";"18259390000184";"035939";"INDIANOPOLIS";"MG";"3130705"
